,0,1
218,xr có xài esim được không ad?,Chào anh ! Dạ iPhone XR có sử dụng được Esim anh nhé. Thông tin đến anh.
219,xr có xài esim được không ad?,Chào anh ! Dạ iPhone XR có sử dụng được Esim anh nhé. Thông tin đến anh.
220,Muốn mua con này mà ko đủ tiền,"Chào anh, Dạ mình có thể mua trả góp sản phẩm này được anh nha. Hiện công ty tài chính HOME Credit hỗ trợ trả trước 9.995.000₫ (50%), góp mỗi tháng 1.309.500₫, số tháng góp là 8 tháng, lãi suất 0% với điều kiện đủ 20-60 tuổi có CMND và hộ khẩu (hoặc GPLX). Nếu anh đồng ý với gói trả góp này có thể cho em xin thông tin số điện thoại để bên em tư vấn hỗ trợ anh được không ạ? Mong nhận được phản hồi từ anh."
221,Sao Iphone XR của minh dùng Tik Tok cws vào lại là âm lượng giảm đi nhỉ. Tăng lên rồi xong vào lại nó lại giảm đi,"Chào anh ,  Dạ anh thử gỡ ứng dụng Tik Tok này ra và cài lại xem được không anh nhé.  Mong phản hồi từ anh ."
222,Cho mình hỏi trả trước 40% và góp trong 12 tháng thì s nhỉ,"Chào anh, Anh có thể tham khảo: giấy tờ CMND Bằng lái xe / hộ khẩu và đủ 20-60 tuổi thì anh có thể tham gia gói lãi suất 1.91%   của công ty Home  Credit với  mức trả trước khoảng  7.996.000₫ (40%)   và góp mỗi tháng  1.313.000₫   trong vòng 12  tháng. Nếu anh đồng ý với gói lãi suất trên thì anh cho em xin thông tin số điện thoại để bên em có thể liên hệ hỗ trợ anh làm hồ sơ trả góp online được không ạ. Mong sớm nhận phản hồi từ anh."
223,Mình mua iphone xr 64 được 1 tuần. Nếu ko có nhu cầu sử dụng nên mình muốn trả lại máy thì chính sách như thế nào ạ. Máy còn zin ko lỗi,"Chào anh. Dạ nếu máy anh mua mới bên em (Thegioididong.com) và hiện máy không vô nước, vỡ màn hình, ít trầy xước,... thì bên em có thể hỗ trợ mình thu và hoàn lại anh mức chi phí 80% giá trị máy cho tháng đầu dùng nha anh. Nếu được anh có thể thông tin giúp em ngày/tháng/năm và giá trị sản phẩm trên hoá đơn hoặc số điện thoại mua hàng để em tính mức cho phí đổi trả giúp mình anh nhé. Mong phản hồi sớm nhất từ anh."
224,"Tgdd số 16, quốc lộ 51 có sản phẩm trải nghiệm k QTV???","Chào anh, Dạ địa chỉ này siêu thị bên em chưa rõ là ở đâu anh nha, vui lòng cho biết địa chỉ(tỉnh thành, quận huyện) của anh rồi siêu thị bên em sẽ kiểm tra sau đó hỗ trợ nhé. Mong phản hồi từ anh."
225,"Ad cho em hỏi lap em win 10. Không nhấn vào biểu tượng window trên màn hình, nên em ko thể nào bấm được shutdown để tắt được máy tính. Ad giúp em có cách nào tắt máy tính đc ko ạ ?",Dạ chào chị ! Dạ với trường hợp này của chị giúp em thử nhấn tổ hợp phím Alt F4 xem có tắt được không chị nha  Xin thông tin đến chị.
226,Loa ngoài XR là bên trái hay bên phải phần đáy v ?,Chào anh !  Dạ trường hợp này loa ngoài trên iPhone XR năm bên phải phần đáy và khi phát nhạc sẽ phát thêm âm thanh trên phần loa thoại anh nhé Thông tin đến anh.
227,"Giữa ipxr và ipx nên chọn máy nào nhỉ, dùng tốt trong 3 năm tới","Chào anh Thắng, Ở iPhone Xr 64GB có cấu hình cao cấp, đa nhiệm ổn định cùng hệ điều hành iOS mượt mà. Camera sau 12 MP và camera trước 7 MP, tuy máy chỉ dùng camera đơn 12 MP, khẩu độ f/1.8 với chống rung quang học nhưng có thể chụp ảnh xoá phông với độ xử lý ảnh khá tốt. Màn hình IPS LCD cho màu sắc tốt hơn, góc nhìn rộng hơn với màn hình 6,1 inch, thiết kế khuyết đỉnh, độ phân giải 1.792 x 828 pixel, tích hợp Face ID và con chip A12 Bionic. Ngoài ra còn có các tính năng đặc biệt  Apple Pay,... Xem tiếp ▾"
228,-Cho em hỏi mẫu Xr có dùng được esim không ạ. Thanks.,Chào anh !  Điện thoại iPhone Xr sử dụng được eSim anh nhé ! Thông tin tin đến anh !
229,Có được hỗ trợ tạo apple ID và icloud ko ạ.,"Chào chị,  Dạ, khi mình mua sản phẩm chị có thể nhờ nhân viên bên em hỗ trợ mình tạo tài khoản apple ID để sử dụng làm Icloud ạ, Tuy nhiên, khi nhân viên bên em tạo chị vui lòng ghi lại để tránh sau này mình quên mật khẩu sẽ ảnh hưởng đến quá trình sử dụng ạ. Xin thông tin đến chị."
230,Bạn cho mình hỏi mình mua 7 plus từ 16/12 giờ mình muốn bán lại để đổi ip xr thì mình bán lại được bao nhiêu ạ,@Nam: mình nhầm mình mua hồi tháng 9 bạn
231,Shop cho hỏi xr của mình nay tự dưng đang xem thì reset khởi động lại. K biết bị sao nhỉ.xr mới mua,"Chào anh,  Dạ trường hợp này không biết quá trình tự reset lại máy có xảy ra nhiều lần không vậy anh, nếu xảy ra nhiều lần anh vui lòng đem máy ra siêu thị gần nhất để bên kiểm tra và hỗ trợ cho anh nhé. Thông tin đến anh."
232,Note 9 128GB mình mới mua tầm 2 tháng đổi sang con này được không ad,Chào anh Dạ anh có thể cung cấp cụ thể ngày mua cũng như giá sản phẩm lúc anh mua hoặc cung cấp số điện thoại mua hàng để bên em thông tin lại chính xác cho anh nha. Mong nhận phản hồi từ anh
233,"Mình muốn mua trả góp 50%, 12 tháng thì lãi suất như thế nào ạ","Chào anh, Dạ nếu anh đủ 20-60 tuổi, có CMND và Hộ khẩu/ Bằng lái xe, anh có thể tham khảo gói lãi suất 1.91% của HomeCredit, trả trước khoảng 9.995.000₫ (50%) và góp mỗi tháng khoảng 1.096.000₫(góp trong 12 tháng). Nếu anh đồng ý với gói lãi suất trên thì anh cho em xin thông tin số điện thoại để bên em có thể liên hệ hỗ trợ anh làm hồ sơ trả góp online được không ạ. Mong phản hồi từ anh."
234,Cửa hàng có iphone xr 2 sim vật lý không a,"Chào anh  Dạ iPhone Xr hiện Thegioididong,com chỉ kinh doanh bản 1 sim vật lý, 1 eSim anh nhé. Mong anh thông cảm vì sự bất tiện này anh nhé  Thông tin đến anh."
235,mua máy mới mà nhận tại cửa hàng có tính phí vận chuyển k,"Chào anh, Dạ sản phẩm này anh mua nhận tại siêu thị bên em hay là giao tận nơi đều miễn phí vận chuyển anh nhé, anh an tâm ạ, nếu quan tâm sản phẩm vui lòng cho biết địa chỉ(tỉnh thành, quận huyện) của anh rồi siêu thị bên em sẽ kiểm tra sau đó hỗ trợ nhé. Mong phản hồi từ anh."
236,Mình muốn đổi từ ss s10 qua ip xr có được không shop??? Mong sớm nhận phản hồi....,"Chào anh Dạ nếu là sản phẩm mua mới tại Thegioididong.com, không có lỗi do người dùng và còn bảo hành thì bên em có hỗ trợ thu lại sản phẩm để anh đổi sản phẩm khác nha anh , anh có thể cung cấp ngày mua cụ thể và giá mua máy để em tính giúp anh giá thu lại tham khảo được không ạ? Mong nhận được phản hồi từ anh."
237,Làm sao để tắt chỉnh tự động độ sáng,Chào Anh!  Dạ trường hợp này anh có thể mở cài đặt -- cài đặt chung -- trợ năng -- thích nghi màn hình -- tắt đi giúp em độ sáng tự động. Thông tin đến anh!
238,Cho mình hỏi ở tgdd thị trấn nếnh-vy-bg còn iphone xr bản 64g k bạn. Và có màu đỏ k bạn,"Chào anh Dũng, Dạ rất tiếc hiện tại điện thoại iPhone Xr 64GB đang tạm hết hàng tại siêu thị khu vực Việt Yên, Bắc Giang, mong anh thông cảm. Anh có thể phản hồi số điện thoại tại ô bình luận, bên em sẽ hỗ trợ đặt chuyển hàng về giúp anh, anh nhé. Mong phản hồi từ anh! "
239,Cho em hỏi sao lúc bấm vào chỗ chụp hình trong messenger thì nó ko hiện lên mấy cái icon trong mess v ạ? Nó cứ chớp chớp nhưng ko hiện mấy icon lên. Em đã xoá mess và tải lại nhung nó vẫn bị v,"Chào chị,  Dạ trường hợp này do ứng dụng Messenger hiện không hỗ trợ tính năng chị đề cập chị nhé. Thông tin đến chị."
240,Khi nào o Việt Nam co ho tro sim vật lý ha ban?,Chào anh! Dạ với trường hợp này thì hiện tại bên em vẫn chưa kinh doanh Iphone Xr bản hai sim vật lí ạ. Thân chào anh !
241,Sạc nhanh trên xr là QC bao nhiêu ad...nên xài cóc sạc bao nhiêu w,Chào anh  Dạ rất tiếc là Iphone XR không sử dụng chuẩn sạc QC của Qualcom mà sử dụng sạc 5W của Apple ạ. Và anh nên sử dụng bộ sạc mặc định của Apple để tối ưu cho  tuổi thọ pin của máy anh nhé Thông tin đến anh 
242,Máy khi khởi động hay mở nguồn lúc hiện táo là chớp một vạch ngay màn hình.lần nào mở máy hay khởi động lại cũng xuất hiện là lỗi gì v ad,"Chào anh, Dạ trường hợp này anh vui lòng cho em xin cụ thể tên và model sản phẩm anh đang dùng để bên em hỗ trợ anh kỹ hơn nhé Thân chào anh!"
243,Shop có bán màu vàng ko ạ,"Chào anh, Dạ hiện bên em có kinh doanh màu vàng của sản phẩm này ạ. Anh có thể thông tin khu vực của anh để em kiểm tra hàng giúp anh ạ. Mong phản hồi từ anh."
244,Tôi đang trả góp cái máy giặt 5tr. Giờ tôi mua cái này góp lãi xuất 0% trả trước 50% dc ko ạ,Chào anh Dạ hiện anh đang có hồ sơ với công ty tài chính nào để bên em hỗ trợ anh ạ? Mong nhận được phản hồi từ anh.
245,nếu mua máy này thì mình nhập mã giảm ntn v,"Chào anh, Dạ trong giao diện mua trả thẳng hoặc trả góp sản phẩm có mục ""sử dụng mã giảm giá "" đấy anh ạ. Thông tin đến anh."
246,iphone xr Camera sau: 12 MP Camera trước: 7 MP và oppo f1s camera sau: 13 mp và camera trước 16 mp. vậy camera của điện thoại nào ngon hơn vậy ad,"Chào anh ! Dạ nếu anh muốn chụp ảnh chân thật thì anh nên chọn iphone XR còn nếu muốn chụp ảnh ảo, nhiều chức năng làm đẹp thì nên chọn oppo f11s ạ. Thân chào anh!"
247,Máy ip xr màu đỏ này tại thành phố hòa bình hoặc huyện tân lạc tỉnh hòa bình con không ah,Chào chị Dạ hiện tại Điện thoại iPhone Xr 64GB đang tạm hết hàng tại Huyện Tân Lạc - Hòa Bình rồi ạ. Nếu quan tâm đến sản phẩm chị có thể cho em xin số điện thoại để bên em hỗ trợ giao hàng từ 2 - 7 ngày (trừ Thứ 7 và CN) giúp chị nha. Mong nhận phản hồi từ chị
248,Camera trước Độ phân giải 16 MP của ip xr và 7MP của oppo thì camera nào ngon hơn ạ,Chào anh!  Xin lỗi đã để anh đợi lâu. Không biết mình đang muốn so sánh với Oppo nào vậy ạ? Thân chào anh!
249,Camera trước Độ phân giải 16 MP của ip xr và 7MP của oppo thì camera nào ngon hơn ạ,Chào anh !  Điện thoại iPhone Xr 64GB có camera trước là 7 MP không phải là 12 MP anh nhé. Và anh đang muốn so sánh với máy Oppo gì để em hỗ trợ chính xác hơn ạ ! Mong phản hồi từ anh !
250,Em đưa truocc 7tr và góp 8thang mỗi tháng góp bao nhiêu ạ lãi xuất s ạ,"Dạ chào anh Trường hợp này thì bên công ty tài chính chưa hỗ trợ mức trả trước 7 triệu ạ, tuy nhiên với thông tin anh cung cấp em xin tư vấn gói trả góp lãi suất 1.94% của công tài chính HomeCredit để anh tham khảo anh nhé: số tiền trả trước là 5.997.000₫ (30%), số tiền trả hàng tháng là 2.112.500₫ và anh sẽ trả trong vòng 8 tháng. Thủ tục chỉ cần CMND (từ đủ 20 tuổi đến 60 tuổi) và Bằng lái xe/Hộ khẩu. Nếu anh quan tâm và phù hợp với gói trả góp trên, anh vui lòng để lại số điện thoại bên em... Xem tiếp ▾"
251,iphone xr va ip8 plus. may nao màn hình dep hon. xem youtube dep hon vay ah,Chào anh. Xin lỗi đã để anh chờ lâu. Dạ theo thông tin hãng màn hình LCD của iPhone Xr có độ chính xác màu cao tuy nhiên phần hiển thị cũng tùy thuộc vào trải nghiệm của người dùng nữa ạ. Thông tin đến anh ạ!
252,"dt mới 3 ngày, nhưg thấy năm sản xuât củ quá 2018. nhờ kiem tra dùm số IMEI2 xxxx57092756116 mua tại tgdd ạ, kiem tra giúp xem máy dc sản xuất tháng mấy năm 2018 ạ ?? vì gần thâng 5/2019 mà máy san xuat lâu qua k yên tâm","Chào anh, Dạ với điện thoại thì bên em không kiểm tra được thời gian sản xuất anh nha. Tuy nhiên, với những sản phẩm bên em kinh doanh đều là những đợt hàng mới nhất nên anh yên tâm ạ. Chia sẻ cùng anh."
253,"M mới mua máy được 4 tháng,cho m hỏi tgđ có thu lại k và mất phí bao nhiêu ạ","Dạ chào anh Trường hợp này thì nếu sản phẩm anh mua mới tại Thegioididong.com, còn hạn bảo hành và không có lỗi từ người dùng thì bên em có chính sách thu mua với giá 80% giá sản phẩm trên hóa đơn (trong tháng đầu tiên, các tháng sau mỗi tháng cộng thêm 5% phí). Nếu điện thoại anh đủ các điều kiện trên, anh vui lòng cung cấp thông tin số giá mua máy để bên em kiểm tra các thông tin giúp mình và phản hồi đến anh được cụ thể hơn anh nhé Mong phản hồi từ anh"
254,cho hỏi khi dang sử dung esim mà mìh khôi phục lại cài đat gốc thì có bị mat esim phải ra nhà mạg cai dat lại esim k,Chào anh! Xin lỗi vì đã để mình đợi lâu!  Dạ trường hợp này nếu mình còn giữ lại thông tin về esim thì chỉ cần cài đặt lại esim là được ạ. Chia sẻ cùng anh.
255,"Qtv cho hỏi mình mua ip XR bằng sđt : xxxx894801, có số imel là xxxx60092418414 mua ngày 4/4/19 sao minh ko thấy tgdd gởi tin báo bảo hành từ ngày mấy tháng mấy vậy qtv , nhờ kiểm tra Tg bảo hành dùm .....?","Chào anh, Dạ anh mua sản phẩm iPhone XR 64GB Black vào ngày 04/04/2019 với hạn bảo hành là 03/04/2020 (BH hãng) anh nha. Thông tin đến anh."
256,"cho hỏi dt mới mua đem sạc liền mà tới 80% là tự động ngắt sạc ( sạc bằng pin sạc dự phòng ) rồi nhấn nút cho sao vài lần tự ngắt và sạc đến dc 90% thì pin vô rat là chậm đến 96 pin là mất khoảng 3 tiếng đồg hồ sạc bằng Pin sạc dự phòng Polymer 10.000 mAh Type C eSaver PJ JP106S, đem máy ra khởi độg lại thì từ 96%pin lên 100%pin","Chào anh !  Trường hợp trên anh thử sử dụng dây sạc và cáp sạc của iphone sạc cho iphone thử xem sao ạ, nếu bình thường thì có thể do sạc dự phòng mình có vấn đề anh mua bên em anh mang ra siêu thị, nếu sạc với cấp sạc của iphone mà vẫn bị thì do máy iphone có vấn đề anh mua bên em anh mang ra siêu thị bên em kiểm tra lai máy giúp anh nhé. Xin thông tin đến anh !"
257,"Âm thanh nhỏ dần khi đổ chuông, cách khắc phục",Dạ chào anh ! Dạ với trường hợp này của anh thử nhạc chuông khác xem sau ạ và điều chỉnh âm lượng chuông và thông báo mức lớn xem có được không anh nha Thông tin đến anh.
258,máy này giá nằm trong phân khúc nào ạ ?,"Dạ chào anh,  Dạ anh ơi, việc giá máy nằm ở phân khúc nào thì do nhu cầu và điều kiện của mỗi khách hàng thôi anh nha, ví dụ nếu như khách hàng có điều kiện tốt thì máy ở tầm trung còn nếu khách không có điều kiện thì máy sẽ ở giá tầm cao đó ạ Thông tin đến anh!"
259,Iphone xr này chống nước ip67 hay 68 vậy ad,Chào anh !  Dạ trường hợp này iPhone XR hỗ trợ kháng nước chuẩn IP67 anh nhé Thông tin đến anh.
260,Mình có XR VNA 64g mới mua được 3 tháng. Còn nguyên hộp. Sạc cáp tai nghe. Ngọai hình đẹp. K trầy xước. Nếu bán cho TGDD thì giá ntn ạ. QTV hỗ trợ giúp mình ước tính. Mình cám ơn,"Chào anh.  Dạ bên em có hỗ trợ thu lại máy với điều kiện máy mua tại siêu thị Thegioididong.com , không bị lỗi người dùng, vẫn còn trong thời hạn bảo hành 12 tháng, sản phẩm anh mua tại siêu thị Thegioididong.com hay mua ở bên ngoài ạ. Mong phản hồi từ anh. "
261,"cho hỏi mới mua dt hôm qua sạc pin bằg Pin sạc dự phòng Polymer 10.000 mAh Type C eSaver PJ JP106S, từ 20% pin đến 80 % pin 50 phút, rồi từ 80% đến 100% tốn thêm 1 giờ mới đầy 20% pin đó. nhưng hôm nay sạc nhah hơn. do dt mới nên pin vậy hay có vấn đề gì ko ạ ??","Chào anh !  Dạ với tình trạng sạc khoảng gần 2h cho điện thoại iphone XR em thấy cũng khá nhanh rồi ạ, tùy thuộc vào các ứng dụng  mình cài đặt trên hệ thông của máy thì sẽ lâu hoặc nhanh hơn đôi chút anh nhé. Phản hồi thông tin đến anh."
262,"cho hỏi thoi gian sạc pin cua dt này là bao lâu ? từ bao nhiu % thì sạc nhanh, đến bao nhiu % thì sạc chậm","Chào anh,  Dạ trường hợp này nếu dùng bộ sạc mặc định đi theo máy trong điều kiện lý tưởng có thể mất hơn 3 tiếng ạ. thông tin đến anh."
263,Cái này có tiếng việt ko,"Chào anh !  Dạ, sản phẩm có hỗ trợ tiếng việt anh nhé. Phản hồi thông tin đến anh."
264,TGDD có hỗ trợ chuyển đổi sim thường sang Esim chưa QTV,"Chào anh Dạ rất tiếc bên em chưa hỗ trợ chuyển ạ, sim mới có thì bên em có bán chứ chưa hỗ trợ chuyển từ sim thường sang Esim anh nha Thông tin đến anh."
265,Màn hình ip xr đẹp hơn 6s plus 7 plus ko ad,Về màn hình thì iPhone 7 Plus có độ phân giải cao hơn > cho độ nét cao hơn anh nhé. Xin thông tin đến anh .
266,Da cho hỏi sao máy mình tắt nguồn cắm sạc lên màn hình chính mà nó không vào pin.hay đang sạc khởi động lại máy là cũng đơ không sạc nữa.phải tháo ra cấm vào mới báo sạc,Chào anh! Trường hợp này anh thử đổi cáp sạc khác và thử lại giúp em xem có khắc phục được không ạ. Mong nhận được phản hồi từ anh  Xin được thông tin tới anh
267,Cho hỏi mới mua dt này bằng Sđt xxxx441033 sao lo thấy dmx gửi tin nhắn bảo hành từ ngày nào đến ngày nào hết a ? Mua mấy lần trước có mà,"Chào anh !  Dạ em tiếc vì sự thiếu xót này ạ, hiện em kiểm tra thì sản phẩm của anh có hạn bảo hành đến ngày 18/04/2020 (BH hãng) anh nha, nếu anh cần bên em hỗ trợ gì thêm anh có thể phản hồi bên dưới anh nhé.  Thông tin đến anh !"
268,máy mua hôm 25/1/2019 jo bị lỗi face id jo làm thế nào vậy shop ơi,"Chào chị ,  Dạ không biết máy chị bị lỗi face ID như thế nào để em giúp chị nhé.  Mong phản hồi từ chị ."
269,"ở tân thành brvt ,có sieu thị nào có may trải nghiem k ạ ?","Chào anh Dạ rất tiếc sản phẩm không có hàng trải nghiệm tại đây ạ. Dạ sản phẩm này đang có hàng tại  Tổ 1, ấp Phước Hưng, xã Mỹ Xuân, H. Tân Thành, T. Bà Rịa - Vũng Tàu Quốc Lộ 51, ấp Thị Vải, xã Mỹ Xuân, huyện Tân Thành, Tỉnh Bà Rịa - Vũng Tàu  Điện Máy Xanh 01 Nguyễn Văn Linh, TT.Phú Mỹ, H.Tân Thành, T.Bà Rịa- Vũng Tàu  Điện Máy Xanh Quốc Lộ 51, X. Mỹ Xuân, H. Tân Thành, T. Bà Rịa - Vũng Tàu Nếu anh quan tâm đến sản phẩm thì có thể ra siêu thị để mua hàng hoặc cung cấp cho em số điện thoại để... Xem tiếp ▾"
270,"thời gian tới có khuyến mãi gì khi mua xr k ạ, mình muốn mua trong 1 2 tuần tới","Chào anh, Dạ hiện tại sản phẩm không được hỗ trợ khuyến mãi anh nha. Thông tin đến anh."
271,Mình muốn biết hình thức trả góp như thế nào. Mình trả trước khoảng 3tr và góp 9 tháng thì mỗi tháng góp bao nhiêu. Tư vấn giúp mình nhé,"Chào chị Hiện không có mức trả trước 3 triệu , chị tham khảo trả trước 1.999.000₫ (10%) , trả mỗi tháng  2.620.000₫ (góp 9 tháng) , lãi suất 2.7% của FeCredit , cần đủ 20-60 tuổi , CMND và sổ hộ khẩu hoặc bằng lái xe , nếu anh đồng ý gói lãi suất trên anh có thể để lại số điện thoại để làm hồ sơ online nha anh . Mong nhận phản hồi từ anh"
272,Em cần máy thiên về camera chụp hình và quay phim hơn thì nên chọn 8+ hay Xr ạ,"Chào chị, Dạ chị có thể chọn sản phẩm Iphone 8 plus chị nhé vì đối với sản phẩm này được trang bị 2 camera sau sẽ cho chất lượng hình ảnh tốt hơn so với Iphone Xr chỉ 1 camera, vì 1 số tính năng như chụp xóa phông thì việc trang bị 2 camera sau phần cứng cho 8 plus sẽ tốt hơn so với 1 camera sau sử dụng xóa phông qua phần mềm chị nhé. Xin gửi thông tin đến chị."
273,mình dùng iphone xr được 5 tháng nay rồi mọi thứ đều ok chỉ là giờ đang ở ios 12.2 mà thỉnh thoảng thấy sạc đến 80% pin là ko lên nữa là bị sao vậy QTV? Rồi có lúc lại bình thường sạc lên 100% được. Ko hiểu tại sao luôn,"Chào anh, Dạ trường hợp này có thể máy bị xung đột phần mềm trong máy ạ, anh thử khởi động lại máy và sạc lại để kiểm tra xem sao anh nhé. Thông tin đến anh."
274,Xr mua ở tgdd đều hỗ trợ esim hết hả ad???,Chào anh Dạ bên em bên em đang bán có hỗ trợ Nano SIM & eSIM ạ. Nếu anh quan tâm đến sản phẩm thì anh có thể cung cấp cho em thông tin khu vực anh đang sống để em kiểm tra hàng giúp anh được không ạ?  Mong nhận được phản hồi từ anh.
275,esim sử dụng như thế nào vạy ai biết hướng dẫn mình,"Chào anh , Anh tham khảo và thao tác theo""Hướng dẫn cài đặt và sử dụng eSIM trên iPhone Xs, Xs Max và iPhone XR"" anh nhé.  Thông tin đến anh ."
276,"mình đang phân vân giữa iphone X với iphone Xr, mình hay đọc báo, lướt facebook và xem youtube, qtv khuyên nên mua máy nào ạ","Chào anh ! Dạ trường hợp này với nhu cầu trên thì 2 sản phẩm trên đều đáp ứng rất tốt ạ, tuy nhiên nếu có thêm nhu cầu chụp ảnh mình nên chọn iPhone X anh nha Thông tin đến anh."
277,A đang trả góp lãi suất 0% máy note 9 đc gần 1thang và đã góp đc 2 kỳ rồi.gio muốn đổi bù máy này thì bù thêm bao nhiêu yien,"Chào anh, Dạ anh cần thanh lý hết hợp đồng trả góp thì bên em mới hỗ trợ thu lại sản phẩm và anh dùng số tiền hoàn lại để mua sản phẩm khác anh nhé Thông tin đến anh."
278,Ad ơi giờ em bù iphone 7plus 32gb để đổi máy này mà giờ em còn góp tận 5 tháng thì em bù đổi với xr được không ạ,Chào anh Dạ không biết anh đang góp có lãi suất hay không lãi xuất vậy ạ? Mong nhận được phản hồi từ anh.
279,Ad cho hỏi ở Vĩnh Long ngay Thành Phố Vĩnh Long có cửa hàng the giới di động nào cho trải nghiệm Xr k ad.,"Chào anh  Sản phẩm Iphone Xr không có hàng trải nghiệm tại tỉnh Vĩnh Long ạ , nếu anh quan tâm sản phẩm anh để lại số điện thoại hỗ trợ đặt hàng nha anh . Mong nhận phản hồi từ anh "
280,Màu cam có không ạ,"Chào anh. Dạ Phone Xr 64GB này bên em đang có màu cam nha anh, mình có thể chia sẻ thêm khu vực mình (thị xã/quận/huyện tỉnh/thành phố) để em kiểm tra hỗ trợ mình mua hàng anh nhé. Mong phản hồi sớm nhất từ anh."
281,"Sao iPhone XR 64G , Ben Viettel stir Giám gia con 17,990 , ma ben thedoididong kg Giám già vay shop",Chào anh Dạ mỗi bên cung cấp sản phẩm đều có chính sách khuyến mãi củng như hậu mãi khác nhau nên giá củng sẽ khác nhau anh nha. Nếu anh quan tâm đến sản phẩm thì anh có thể cung cấp cho em thông tin khu vực anh đang sống để em kiểm tra hàng giúp anh được không ạ? Mong nhận được phản hồi từ anh
282,"Hãy chỉ mình với , mình ko có visa hay thẻ ngân hàng vậy làm sao mua ứng dụng trên iphone đây",chào anh  Đó là điều kiện bắt buộc khi mua ứng dụng trên cửa hàng iphone anh nhé. Nếu không có thẻ đó anh không mua được ạ. Xin thông tin đến anh
283,Mình muốn trả góp. Thanh toán trước 4 triệu và trả góp trong 6 tháng có được không,"Chào anh, Anh có thể tham khảo: giấy tờ CMND Bằng lái xe / hộ khẩu và đủ 20-60 tuổi thì anh có thể tham gia gói lãi suất 2.77%  của công ty Fe  Credit với  mức trả trước khoảng  3.998.000₫ (20%)   và góp mỗi tháng  3.275.500₫   trong vòng  6 tháng. Nếu anh đồng ý với gói lãi suất trên thì anh cho em xin thông tin số điện thoại để bên em có thể liên hệ hỗ trợ anh làm hồ sơ trả góp online được không ạ. Mong sớm nhận phản hồi từ anh."
284,Iphone xr bên mình có bản 2 sim vật lý không,"Chào anh ! Dạ iPhone Xr bên em chỉ kinh doanh bản 1 sim vật lý, 1 eSim nha anh, mong anh thông cảm nha. Thông tin đến anh."
285,mình phân vân ip 8 plus va XR.mình không chơi game tren mobile. chỉ sử dụng nhiều về camera và xem youtube facebook.thường xuyên đi ngoài trời nắng. vậy thì ip8 plus và xr. cái nào sẽ phù hợp với mình hơn vậy ad. tu van dum minh,Chào anh! Đối với những nhu cầu nhẹ nhàng như xem youtube lướt web nhẹ nhàng anh nên sử dụng IPhone 8 Plus anh nhé. Xin thông tin đến anh.
286,tôi ghé shop rồi nhưng nhân viên trả lời là máy cảnh báo nên có dòng chữ đó cho nên tôi thấy giải thích ko thuyết phục tôi vẫn cho là máy bị lỗi,"Chào anh ! Xin lỗi đã để anh đợi lâu nhé. Dạ trường hợp này là do thiết kế máy ạ, khi sạc đến 80% là sẽ thông báo sạc đầy ạ, tất cả các máy iPhone Xr đều vậy luôn anh  ạ. Xin thông tin đến anh."
287,sao sạc mới 90% pin mà máy hiện dòng chữ đã sạc đủ pin có phải máy lỗi ko vậy shop,"Chào anh,  Dạ trường hợp này do em không thể kiểm tra trực tiếp sản phảm nên khó có thể thông tin chính xác cho anh được. Mong anh thông cảm ạ. Anh vui lòng dành chút ít thời gian đến thegioididong.com gần nhất để được hỗ trợ kiểm tra trực tiếp và thông tin sản phẩm chính xác đến anh, anh nhé.  Xin thông tin đến anh."
288,ad cho hỏi là xr nhà mình còn bán nữa ko?,"Chào anh.  Dạ siêu thị Thegioididong.com vẫn kinh doanh anh nhé, anh có thể thông tin rõ hơn về địa chỉ sinh sống để em có thể kiểm tra xem sản phẩm còn hàng tại khu vực không ạ.  Mong phản hồi từ anh. "
289,Ad cho hỏi minh mua j7+ trả góp con 2 tháng nữ là trả hết mà giờ muốn đổi máy khác shop có thu máy lại k ad,Chào anh  Anh đang góp sản phẩm mới hay cũ và lãi suất 0% hay có lãi suất vậy anh . Mong nhận phản hồi từ anh 
290,Cho mình hỏi mình muốn làm trả góp thì phải giả tối thiểu bao nhiêu vậy ạ,"Chào anh Dạ sản phẩm này anh có thể trả trước tối thiểu 0đ ạ. Hiện bên em có hỗ trợ trả góp với số tiền trả trước từ 0-70% giá trị sản phẩm , số tháng góp 6, 8 ,9 hoặc 12 tháng. Dạ anh có thể chọn trong khoảng đó và phản hồi lại cho em thêm giấy tờ anh đang có để bên em tư vấn gói trả góp phù hợp được không ạ?  Mong nhận được phản hồi từ anh."
291,trả góp qua thẻ tín dụng Có được hưởng giảm giá 4% ko,"Chào anh, Dạ mình mua trả góp qua thẻ tín dụng thì vẫn áp dụng được mã giảm này anh nhé. Không biết mình đang dùng loại thẻ của ngân hàng nào vậy ạ? Mong nhận phản hồi từ anh."
